order_id,customer_id,product_id,quantity,order_amount,discount,order_date
45751,188,2,1,94519.27,8.11,2022-08-23
45752,152,4,5,14075.63,8.86,2021-07-11
45753,183,4,5,84624.4,20.06,2024-05-07
45754,50,9,2,91966.07,23.66,2024-08-27
45755,410,9,2,74236.85,3.96,2022-09-19
45756,309,9,2,10976.32,0.0,2024-09-18
45757,359,4,5,39851.14,21.62,2022-04-09
45758,191,4,5,61284.41,23.46,2023-09-17
45759,84,8,1,21337.81,21.68,2021-03-24
45760,345,2,1,56052.95,23.31,2024-11-03
45761,153,9,2,39806.72,6.8,2024-06-26
45762,326,2,1,85854.26,7.67,2025-09-21
45763,82,8,1,61638.6,6.47,2024-04-06
45764,359,2,1,63142.02,23.13,2025-01-01
45765,125,6,5,81373.44,5.62,2024-10-28
45766,390,6,5,61756.63,27.53,2022-09-11
45767,7,4,5,66280.6,27.43,2023-04-09
45768,290,9,2,2355.21,0.21,2022-07-20
45769,20,7,2,11207.55,8.14,2022-01-24
45770,88,9,2,11704.41,19.05,2022-11-14
45771,247,4,5,35169.34,15.71,2024-04-09
45772,394,4,5,68231.62,5.49,2022-12-07
45773,440,9,2,95582.83,4.94,2023-12-14
45774,232,2,1,30254.18,19.5,2023-01-10
45775,243,7,2,80995.17,0.26,2023-12-22
45776,114,5,5,,0.43,2022-11-16
45777,302,4,5,71944.54,8.02,2024-12-01
45778,363,5,5,44519.07,11.48,2022-05-09
45779,201,4,5,5596.39,18.2,2025-03-06
45780,232,3,1,20735.36,1.05,2023-02-12
45781,118,4,5,28789.89,7.26,2024-10-17
45782,269,2,1,29303.86,4.19,2021-03-26
45783,162,2,1,58889.56,28.85,2025-03-30
45784,367,2,1,29881.86,7.36,2023-01-16
45785,9,4,5,14633.16,12.18,2025-07-18
45786,271,2,1,61296.55,14.51,2024-12-10
45787,281,8,1,10611.09,25.81,2024-02-13
45788,198,5,5,77728.73,2.41,2023-07-12
45789,296,6,5,50226.63,0.0,2024-05-24
45790,173,2,1,85536.17,29.96,2023-07-27
45791,356,4,5,71863.18,14.53,2024-06-01
45792,202,2,1,-500.0,10.82,2023-09-04
45793,423,7,2,60908.13,22.1,2021-03-26
45794,223,9,2,91444.15,13.47,2022-09-16
45795,305,1,2,24553.64,19.93,2021-03-03
45796,116,2,1,6862.51,5.69,2022-09-10
45797,396,6,5,97212.97,22.16,2021-01-08
45798,429,7,2,21558.59,22.84,2024-05-27
45799,346,6,5,56002.32,7.49,2023-02-17
45800,51,8,1,55407.59,6.43,2023-01-29
45801,206,9,-1,2770.78,5.17,2025-10-21
45802,95,4,5,13737.54,19.57,2025-07-13
45803,77,4,5,93879.1,24.73,2025-10-10
45804,387,1,2,59289.44,17.1,2024-03-05
45805,262,4,5,23208.34,7.21,2022-07-22
45806,295,2,1,13254.76,23.94,2022-06-06
45807,278,7,2,31845.98,20.72,2025-07-02
45808,389,2,1,95185.87,19.19,2021-12-12
45809,69,7,2,59631.49,8.9,2023-12-28
45810,428,8,1,58429.33,0.82,2021-08-27
45811,89,3,1,90258.07,19.44,2023-06-18
45812,202,7,2,48389.04,5.87,2023-06-26
45813,343,2,1,81943.18,0.0,2023-07-19
45814,405,2,1,392.8,1.69,2022-08-17
45815,300,4,5,36872.11,23.82,2021-10-28
45816,317,1,2,20393.93,0.57,2024-03-13
45817,188,7,2,83061.82,19.94,2023-07-01
45818,29,7,2,87787.22,20.89,2023-09-08
45819,104,6,5,36143.62,16.13,2022-01-23
45820,97,7,2,96734.93,9.28,2025-11-26
45821,384,7,2,33671.05,17.38,2021-01-03
45822,265,4,5,27054.74,1.73,2023-03-15
45823,440,2,1,12261.28,0.0,2024-03-03
45824,84,7,2,,15.72,2022-04-19
45825,402,7,2,4844.17,1.68,2025-11-17
45826,330,7,2,49892.69,26.86,2023-05-30
45827,45,4,5,76463.45,12.45,2025-07-24
45828,58,7,2,88822.75,25.33,2022-06-13
45829,432,7,2,93671.42,22.61,2023-05-05
45830,35,9,2,89783.1,6.89,2022-08-11
45831,215,6,5,88280.05,0.38,2022-04-27
45832,267,7,2,,27.13,2022-09-07
45833,203,7,2,68104.96,4.33,2024-10-18
45834,273,7,2,91077.39,23.63,2025-02-06
45835,204,7,2,87269.95,14.37,2025-07-18
45836,270,5,5,67213.94,0.0,2024-07-16
45837,128,4,5,38397.11,4.36,2021-09-27
45838,136,3,1,43130.37,18.1,2025-10-06
45839,23,5,5,28524.84,28.67,2024-02-06
45840,365,7,2,,0.0,2024-08-29
45841,262,2,1,32927.75,5.37,2021-09-01
45842,437,4,5,61998.89,10.13,2022-09-21
45843,194,2,1,60329.43,3.77,2023-07-12
45844,219,6,5,42573.62,1.25,2023-12-21
45845,385,9,2,52909.34,10.36,2021-09-12
45846,197,4,5,41808.27,1.53,2023-01-13
45847,267,3,1,24183.75,11.98,2022-06-26
45848,34,4,5,82809.17,24.65,2021-10-29
45849,56,2,1,60515.94,6.81,2025-05-27
45850,20,7,2,67366.99,17.71,2025-03-02
45851,355,4,5,26782.8,25.1,2024-12-13
45852,348,4,5,89871.17,18.99,2023-02-04
45853,131,1,2,30476.56,22.64,2023-06-27
45854,317,4,5,7348.54,23.41,2024-07-19
45855,388,7,2,54099.84,20.57,2022-06-26
45856,27,2,1,94070.27,7.57,2023-05-05
45857,416,4,5,43473.86,14.08,2023-05-25
45858,196,7,2,74490.14,20.31,2025-02-21
45859,333,7,2,60218.39,1.73,2022-01-20
45860,179,7,2,47439.96,4.19,2024-01-11
45861,254,5,5,66708.06,11.47,2024-03-28
45862,209,3,1,86545.04,18.2,2023-01-31
45863,426,2,1,53851.97,22.35,2024-06-17
45864,30,8,1,43215.58,15.82,2022-04-04
45865,40,7,2,33050.83,16.77,2022-09-15
45866,367,7,2,11791.63,2.04,2021-04-13
45867,211,7,2,10353.3,24.58,2021-04-29
45868,352,4,5,12483.75,5.22,2023-02-13
45869,12,6,5,46161.7,0.82,2025-02-10
45870,108,7,2,41594.16,2.18,2021-08-05
45871,325,2,1,14996.12,0.0,2023-04-13
45872,1,2,1,19372.96,8.75,2024-12-20
45873,298,2,1,17514.15,8.38,2025-05-08
45874,413,4,5,8273.5,22.48,2022-12-16
45875,218,8,1,24764.29,16.08,2024-03-27
45876,263,4,5,26496.52,11.72,2022-03-24
45877,379,2,1,48898.96,28.67,2024-06-14
45878,168,4,5,33080.42,10.5,2025-04-01
45879,199,2,1,61366.74,28.21,2025-04-04
45880,385,7,2,22524.03,19.59,2023-02-12
45881,327,3,1,93624.12,14.15,2022-08-15
45882,191,7,2,52067.9,5.16,2021-03-20
45883,72,3,1,92221.39,0.0,2025-02-12
45884,356,3,1,32488.63,14.18,2022-04-27
45885,141,8,1,40451.43,8.42,2023-12-11
45886,421,1,2,34217.28,10.17,2023-03-21
45887,19,8,1,2555.61,1.3,2022-06-12
45888,240,2,1,92217.92,26.0,2021-02-12
45889,152,7,2,22747.64,12.98,2022-01-30
45890,370,4,5,52467.21,1.2,2022-01-24
45891,3,2,1,84947.06,0.0,2021-12-20
45892,139,4,5,73217.75,21.68,2024-08-31
45893,164,7,2,19247.83,26.62,2022-10-10
45894,11,7,2,10422.89,17.71,2024-10-22
45895,279,7,2,88805.95,26.92,2023-04-08
45896,94,6,5,74311.47,25.55,2022-04-02
45897,197,7,2,44615.61,5.67,2023-03-28
45898,284,1,2,7244.89,8.51,2023-08-21
45899,321,8,1,40741.12,23.05,2024-07-15
45900,371,8,1,,2.59,2023-07-23
45901,221,2,1,82072.8,22.01,2025-04-26
45902,112,4,5,97091.45,21.09,2025-01-01
45903,150,2,1,79111.41,29.33,2024-03-31
45904,162,3,1,95935.46,8.67,2023-04-02
45905,41,7,2,20968.56,14.03,2023-06-23
45906,183,8,1,28627.4,22.64,2024-05-30
45907,272,4,5,3090.14,27.58,2022-03-05
45908,198,7,2,40797.64,4.18,2025-03-20
45909,413,3,1,17791.53,12.67,2021-06-06
45910,177,9,2,18607.79,20.2,2024-06-06
45911,57,2,1,23721.41,12.28,2021-10-18
45912,287,2,1,86883.5,0.0,2022-08-13
45913,406,4,5,83829.89,26.44,2025-11-10
45914,355,3,1,86946.43,18.29,2025-07-04
45915,129,6,5,45932.03,0.0,2023-09-01
45916,183,2,1,5058.49,7.91,2023-10-25
45917,60,7,2,49006.01,16.92,2021-01-19
45918,162,3,1,74799.5,29.13,2022-06-18
45919,174,7,2,,18.75,2025-02-09
45920,158,8,1,45899.0,2.81,2023-06-15
45921,275,7,2,80045.32,22.11,2021-07-27
45922,53,4,5,28811.44,25.18,2024-09-04
45923,9,3,1,20741.03,26.38,2024-05-13
45924,275,6,5,38686.09,17.91,2023-10-15
45925,129,4,5,81903.24,2.94,2021-07-28
45926,20,4,5,49764.66,16.22,2021-12-28
45927,341,7,2,36120.36,2.97,2024-11-08
45928,112,7,2,55746.81,29.07,2022-04-24
45929,163,7,2,44171.57,18.96,2023-08-24
45930,209,7,2,53177.19,25.4,2024-09-01
45931,78,7,2,16040.43,16.9,2024-07-02
45932,141,4,5,68337.55,16.38,2022-01-18
45933,273,3,1,83122.96,7.41,2023-12-04
45934,412,3,1,3046.23,15.68,2025-01-29
45935,17,9,2,61364.96,15.82,2023-06-10
45936,79,4,5,5997.79,0.8,2023-12-29
45937,158,2,1,7986.41,19.21,2021-05-26
45938,205,7,2,7818.63,12.37,2021-11-23
45939,425,6,5,50408.93,4.0,2025-04-05
45940,105,2,1,49657.68,3.46,2021-05-15
45941,77,9,2,45548.53,4.36,2021-08-15
45942,384,6,5,-500.0,16.26,2025-10-19
45943,402,2,1,91864.14,23.05,2022-04-14
45944,131,1,2,70277.77,25.44,2025-12-18
45945,86,1,2,1085.79,17.04,2022-02-17
45946,396,2,1,99036.58,9.79,2022-07-16
45947,104,7,2,91181.43,27.17,2021-03-10
45948,7,4,5,,0.14,2025-03-01
45949,309,2,1,87889.05,7.47,2025-02-13
45950,226,7,2,4695.76,25.16,2023-12-02
45951,378,4,5,42659.34,10.38,2022-07-24
45952,203,1,2,28681.97,6.54,2022-06-16
45953,121,4,5,14222.33,15.45,2023-04-28
45954,303,7,2,45295.25,12.03,2021-09-14
45955,140,4,5,57125.4,19.78,2024-06-17
45956,44,2,1,76399.26,10.37,2024-04-09
45957,230,3,1,46335.7,13.67,2022-08-04
45958,192,9,2,904.44,29.28,2024-11-29
45959,126,7,2,21357.48,23.17,2023-06-20
45960,40,1,2,45581.71,15.58,2025-02-07
45961,357,7,2,2526.9,15.29,2021-07-28
45962,315,4,5,12455.76,19.35,2022-04-27
45963,267,7,2,13691.6,13.88,2025-05-09
45964,276,3,1,,12.09,2022-07-28
45965,80,7,2,6603.13,0.0,2025-02-14
45966,182,4,5,10332.94,14.93,2025-05-19
45967,214,9,2,26200.43,10.69,2025-06-05
45968,132,1,2,88720.25,27.55,2025-03-12
45969,121,4,5,42039.86,7.65,2022-10-08
45970,242,5,5,26796.7,8.92,2022-10-19
45971,115,8,1,54048.22,18.59,2024-07-25
45972,401,2,1,4211.05,27.4,2023-10-03
45973,241,6,5,33661.94,28.96,2021-08-18
45974,41,2,1,78847.37,4.44,2024-10-09
45975,358,2,1,90059.38,10.87,2021-01-27
45976,130,8,1,47608.66,11.42,2021-11-02
45977,87,4,5,86619.32,9.07,2025-02-24
45978,119,2,-1,44623.55,6.12,2024-02-24
45979,145,8,1,99355.97,12.14,2024-02-17
45980,263,4,5,55206.2,14.82,2022-12-20
45981,232,8,1,71541.9,23.04,2021-03-15
45982,256,1,2,41266.71,29.01,2022-09-07
45983,291,6,5,18774.69,1.81,2021-08-30
45984,335,4,5,75283.02,6.17,2022-06-09
45985,75,6,5,47495.9,0.11,2024-09-01
45986,435,3,1,22972.77,14.57,2022-08-21
45987,30,7,2,92500.22,0.38,2023-09-01
45988,370,3,1,33349.19,11.78,2024-03-26
45989,82,7,2,12277.61,8.61,2022-08-26
45990,112,8,1,33504.19,29.36,2023-10-02
45991,335,7,2,75394.64,0.87,2022-12-25
45992,222,3,1,64337.17,23.75,2024-11-18
45993,18,7,2,14581.19,0.0,2022-01-09
45994,351,2,1,5493.48,1.21,2024-01-08
45995,182,2,1,84283.28,13.68,2025-02-20
45996,241,2,1,90877.98,9.51,2024-10-17
45997,313,3,1,98730.13,12.39,2023-12-24
45998,313,4,5,3601.7,13.01,2021-01-27
45999,131,3,1,67904.55,24.15,2024-09-28
46000,407,7,2,40248.29,6.38,2021-01-10
46001,325,2,1,74027.63,9.24,2025-11-06
46002,10,4,5,,7.92,2023-03-22
46003,266,1,-1,52613.53,2.75,2022-03-11
46004,142,2,1,,20.42,2024-09-25
46005,193,8,1,60396.41,19.74,2023-04-03
46006,198,9,2,93409.54,23.02,2024-10-17
46007,399,2,1,87512.74,8.62,2022-12-02
46008,437,1,2,81957.04,0.0,2024-01-22
46009,289,4,5,62321.45,17.19,2022-01-28
46010,335,4,5,62537.78,29.51,2023-12-14
46011,363,2,1,,0.0,2021-04-17
46012,1,6,5,94205.51,19.83,2021-06-10
46013,435,5,5,81311.08,3.26,2025-10-13
46014,1,4,5,88112.25,27.56,2023-09-23
46015,382,3,1,24836.5,20.63,2025-05-20
46016,362,7,2,83961.07,20.71,2023-03-04
46017,139,2,-1,75967.12,1.53,2024-07-13
46018,181,7,2,,17.0,2025-12-10
46019,101,6,5,29115.82,10.13,2023-12-08
46020,227,6,5,44435.34,11.67,2023-07-09
46021,1,6,5,28761.06,11.04,2023-02-22
46022,190,2,1,81123.57,27.69,2023-02-01
46023,224,7,2,84760.35,0.0,2023-06-20
46024,296,7,2,91048.5,21.0,2025-01-04
46025,44,3,1,48426.28,11.4,2023-06-09
46026,422,1,2,70439.85,20.95,2024-08-28
46027,345,6,5,66542.59,0.0,2024-05-29
46028,45,7,2,22862.42,12.54,2021-03-08
46029,425,2,1,60656.84,29.19,2025-05-14
46030,216,4,5,,22.28,2022-08-08
46031,264,3,1,55990.23,2.58,2021-02-08
46032,111,2,1,19346.05,25.0,2023-04-29
46033,252,7,2,71544.89,29.27,2022-01-15
46034,37,7,2,96286.74,19.0,2023-07-01
46035,80,4,5,71492.13,16.41,2024-03-25
46036,308,2,1,26856.79,7.6,2025-12-27
46037,346,7,2,47746.74,23.46,2023-06-06
46038,410,5,5,13390.14,15.78,2025-03-17
46039,378,6,5,61324.88,0.56,2025-05-19
46040,405,4,5,86686.55,10.92,2022-06-17
46041,254,4,5,71217.85,24.72,2025-09-30
46042,286,2,1,79908.09,24.94,2023-10-25
46043,6,9,2,32675.66,1.86,2023-01-30
46044,351,5,5,46151.58,15.59,2023-10-21
46045,3,2,1,39297.04,18.34,2021-06-09
46046,180,9,-1,32792.72,12.72,2025-02-08
46047,70,2,1,51463.15,21.93,2022-03-08
46048,373,4,5,14140.06,27.5,2025-10-30
46049,143,7,2,,0.0,2025-09-02
46050,80,7,2,46310.84,6.07,2022-04-20
46051,413,7,2,,10.12,2021-11-14
46052,217,7,2,69147.61,29.7,2025-11-09
46053,232,7,2,64922.37,29.63,2021-03-03
46054,117,7,2,10191.99,27.58,2025-01-11
46055,260,9,2,80913.8,29.89,2024-12-08
46056,5,9,2,84936.71,23.6,2024-07-22
46057,373,4,5,50289.98,3.11,2022-12-21
46058,37,4,5,70009.64,6.68,2021-08-16
46059,389,1,2,42392.77,4.35,2025-05-23
46060,179,2,1,31484.58,9.49,2025-08-24
46061,237,6,5,,20.46,2024-12-19
46062,120,7,2,36689.02,18.84,2023-10-24
46063,397,4,5,38597.26,19.74,2022-04-12
46064,190,6,5,24866.09,25.63,2024-02-12
46065,436,7,2,1901.36,10.21,2024-05-27
46066,176,1,2,59043.11,0.0,2024-08-03
46067,76,2,1,27537.76,17.06,2025-06-16
46068,161,2,1,11053.79,4.82,2025-07-05
46069,328,2,1,63703.26,10.15,2024-02-25
46070,61,7,2,4708.75,4.76,2023-04-21
46071,227,2,1,30365.87,0.28,2025-09-27
46072,350,4,5,32369.26,28.05,2023-08-27
46073,317,8,1,23184.92,16.03,2023-07-20
46074,154,7,2,17089.94,9.04,2022-08-22
46075,12,6,5,50945.85,22.94,2023-07-29
46076,432,7,2,46333.39,18.89,2022-11-29
46077,374,7,2,57540.89,0.29,2024-02-27
46078,405,9,2,63850.52,2.71,2023-10-03
46079,171,5,5,12561.96,2.44,2024-03-23
46080,330,1,2,,13.02,2024-04-21
46081,334,9,2,54247.21,19.7,2025-11-15
46082,50,7,2,13348.92,16.8,2024-09-25
46083,112,1,2,193.37,4.46,2022-08-04
46084,341,8,1,98740.9,1.2,2021-02-05
46085,74,1,2,35431.64,20.11,2024-01-28
46086,142,4,5,82306.48,29.3,2023-10-24
46087,14,2,1,8887.35,26.23,2022-10-10
46088,98,3,1,23380.87,26.22,2023-04-26
46089,246,2,1,13180.52,5.29,2025-04-21
46090,159,8,1,52720.39,13.42,2023-08-10
46091,383,4,5,29654.39,4.27,2022-02-12
46092,78,9,2,19037.53,8.47,2021-08-22
46093,218,7,2,22378.72,0.63,2022-03-09
46094,220,8,1,79547.21,27.11,2025-06-04
46095,421,7,2,39077.25,8.75,2024-10-27
46096,20,9,2,13493.72,19.05,2023-02-24
46097,194,3,1,24448.14,11.19,2024-11-29
46098,239,4,5,80774.29,23.77,2023-03-14
46099,358,7,2,74749.23,26.12,2025-08-02
46100,208,8,1,11090.77,0.0,2021-08-30
46101,422,2,1,9254.08,2.07,2021-12-14
46102,388,4,5,2747.98,25.59,2022-12-25
46103,436,5,5,49734.7,2.37,2024-10-09
46104,44,9,2,20201.48,4.15,2021-07-23
46105,75,5,5,8055.23,2.3,2022-08-25
46106,161,7,2,28559.62,21.67,2022-03-13
46107,101,3,1,33981.34,29.69,2025-12-18
46108,8,2,1,22235.03,8.85,2022-04-12
46109,91,9,2,25023.03,8.16,2021-02-23
46110,116,1,2,79426.1,20.78,2021-04-05
46111,153,8,1,16240.43,1.09,2023-02-16
46112,64,3,1,3642.46,16.64,2024-07-23
46113,219,5,5,92537.14,10.99,2022-09-29
46114,394,7,2,58814.37,15.49,2021-01-22
46115,1,1,2,75961.52,22.88,2025-03-20
46116,420,8,1,81091.93,20.77,2025-02-20
46117,193,7,2,81306.72,15.94,2025-04-30
46118,395,2,1,25132.21,2.71,2021-12-13
46119,260,2,1,65014.83,28.6,2025-03-07
46120,64,9,2,30670.18,9.34,2024-08-14
46121,11,2,1,75746.97,9.4,2024-10-01
46122,348,7,2,9134.2,9.62,2021-03-02
46123,194,2,1,26371.65,0.0,2025-01-23
46124,83,1,2,36147.43,24.79,2024-01-29
46125,55,3,1,64659.49,6.34,2024-09-28
46126,11,2,1,,7.24,2023-08-30
46127,167,7,2,35912.64,8.77,2025-12-21
46128,211,6,5,25483.27,9.43,2025-01-07
46129,25,1,2,4885.61,13.78,2023-04-19
46130,199,4,5,2822.46,18.13,2022-05-25
46131,81,7,2,16587.33,19.18,2021-04-11
46132,133,4,5,22583.08,13.88,2025-07-21
46133,314,4,5,29041.93,21.13,2023-01-16
46134,356,4,5,25029.04,21.42,2022-07-18
46135,377,5,5,30523.32,14.31,2024-10-09
46136,143,3,1,403.11,4.09,2021-06-16
46137,270,1,2,44077.87,19.36,2025-08-19
46138,399,2,1,40149.47,6.65,2024-02-10
46139,53,8,1,10531.5,25.88,2025-02-12
46140,198,7,2,51197.48,26.76,2022-12-05
46141,42,9,2,1810.96,11.9,2023-05-03
46142,299,4,5,81748.68,19.18,2022-10-15
46143,342,4,5,20352.59,2.68,2021-04-27
46144,49,7,2,62618.28,20.0,2023-09-21
46145,22,6,5,47099.73,28.63,2022-10-04
46146,116,3,1,29257.08,14.26,2021-12-25
46147,297,4,5,2970.53,1.44,2022-11-05
46148,218,7,2,61702.87,25.24,2023-10-08
46149,233,6,5,82896.19,0.0,2025-07-12
46150,348,2,1,91984.69,3.16,2025-02-13
46151,321,6,5,35831.74,28.19,2024-08-20
46152,75,3,1,91524.25,5.41,2023-04-03
46153,138,9,2,30474.46,28.03,2024-02-28
46154,25,8,1,28569.26,18.36,2022-10-12
46155,293,4,5,99219.3,13.67,2021-04-09
46156,265,7,2,84981.62,16.68,2025-05-30
46157,18,7,2,72021.96,28.64,2023-08-17
46158,337,7,2,84649.38,27.02,2024-04-25
46159,223,7,2,44870.76,17.06,2024-05-06
46160,271,7,2,557.35,17.93,2022-05-24
46161,234,2,-1,5732.05,28.98,2021-06-13
46162,213,3,1,68965.44,0.75,2025-05-29
46163,174,2,1,65126.06,19.51,2023-02-01
46164,242,4,5,78351.83,28.82,2024-02-16
46165,188,4,5,89492.8,20.08,2023-12-23
46166,352,4,5,58938.79,5.2,2023-03-30
46167,340,7,2,1551.88,23.93,2024-05-30
46168,419,3,1,86886.62,27.14,2021-04-14
46169,2,3,1,50898.61,6.38,2022-09-27
46170,66,7,2,28119.77,8.17,2025-09-14
46171,378,2,1,38271.79,6.64,2021-07-24
46172,292,9,2,40140.48,0.0,2024-12-27
46173,137,1,2,85884.89,4.81,2021-07-06
46174,203,4,5,88712.48,17.08,2025-06-28
46175,138,2,1,66765.31,17.98,2025-03-28
46176,285,3,1,44193.41,21.39,2023-05-01
46177,93,8,1,92858.68,20.94,2021-10-22
46178,19,8,1,61354.41,22.15,2021-04-10
46179,44,7,2,9419.3,29.45,2025-06-05
46180,1,3,1,49062.02,11.74,2022-09-11
46181,360,4,5,43961.56,14.91,2024-09-26
46182,153,2,1,40601.79,18.5,2025-01-08
46183,5,4,-1,48957.52,1.86,2022-09-17
46184,128,9,2,21421.74,7.62,2021-05-20
46185,169,2,1,46796.91,11.99,2024-03-13
46186,275,5,5,83654.88,5.19,2022-12-07
46187,391,7,2,46508.91,8.54,2024-08-16
46188,120,8,1,5239.08,13.72,2024-03-20
46189,255,4,5,73649.97,17.57,2021-03-08
46190,151,7,2,80734.03,27.75,2023-07-24
46191,335,2,1,97009.66,26.43,2022-01-20
46192,280,4,5,72939.65,27.82,2024-12-05
46193,95,6,5,73807.47,13.83,2022-09-10
46194,198,6,5,13092.19,2.89,2023-05-12
46195,329,7,2,13360.99,13.63,2021-03-19
46196,393,1,2,23325.61,28.47,2025-12-12
46197,366,4,5,57027.31,7.48,2021-11-19
46198,283,7,2,82980.79,5.84,2025-07-23
46199,207,6,5,35518.25,18.47,2023-06-12
46200,137,4,5,15767.06,1.29,2021-11-18
46201,90,8,1,39572.83,19.15,2021-11-17
46202,127,8,1,10447.44,11.59,2024-09-24
46203,41,7,2,33692.61,17.27,2024-12-01
46204,245,6,5,11300.54,6.83,2024-02-09
46205,197,3,1,32618.39,18.84,2021-11-15
46206,337,4,5,18385.21,0.11,2025-08-22
46207,225,2,1,49188.65,26.08,2022-08-15
46208,61,5,5,94974.7,9.84,2022-08-02
46209,333,7,2,18828.22,9.53,2023-04-16
46210,356,1,2,94548.94,14.48,2023-01-25
46211,421,7,2,60586.62,3.29,2025-06-16
46212,131,4,5,31875.94,8.78,2024-08-11
46213,171,2,1,62953.67,22.17,2025-08-06
46214,58,4,5,27885.58,8.44,2021-02-15
46215,35,7,2,34149.31,0.8,2025-06-27
46216,106,1,2,84720.74,20.73,2024-01-19
46217,132,2,1,35363.15,27.43,2024-09-25
46218,50,4,5,47519.26,7.79,2023-05-28
46219,83,2,1,10502.41,5.73,2021-05-18
46220,276,8,1,40266.63,6.65,2024-02-28
46221,188,2,1,42626.31,25.99,2025-06-14
46222,416,4,5,46815.28,4.19,2024-11-12
46223,404,2,1,46362.58,1.55,2021-06-18
46224,198,9,2,37759.45,10.37,2024-11-02
46225,290,7,2,58421.07,28.11,2021-07-02
46226,414,6,5,57046.87,25.84,2024-04-13
46227,175,7,2,85957.08,15.01,2022-05-08
46228,351,6,5,15276.11,19.13,2023-10-18
46229,431,7,2,95561.92,20.43,2023-11-07
46230,46,7,2,35466.49,15.94,2023-02-25
46231,99,2,1,42958.94,13.77,2025-02-06
46232,413,4,5,99109.74,13.04,2025-11-09
46233,275,9,2,,10.98,2024-10-12
46234,378,8,1,85156.69,1.43,2022-10-16
46235,287,1,2,69327.6,10.06,2021-08-18
46236,390,5,5,94675.72,21.83,2024-01-23
46237,180,7,2,45481.79,2.81,2023-07-27
46238,159,2,1,75703.9,1.91,2023-12-13
46239,102,3,1,17345.24,18.37,2025-03-29
46240,191,3,1,21218.47,11.49,2021-10-03
46241,382,7,2,79765.07,14.96,2021-10-08
46242,331,7,2,48630.43,23.3,2023-11-18
46243,283,2,1,27194.87,8.33,2023-06-11
46244,371,3,1,88327.33,8.51,2023-04-21
46245,114,5,5,86827.82,3.77,2023-03-11
46246,159,9,2,82849.82,29.81,2022-10-28
46247,370,7,2,91194.87,21.13,2022-05-10
46248,289,4,5,25157.63,18.17,2025-06-19
46249,293,1,2,36786.12,26.64,2024-06-08
46250,202,4,5,67385.38,0.0,2025-12-13
46251,360,6,5,81372.02,12.52,2021-07-05
46252,366,7,2,83291.51,29.0,2021-06-27
46253,280,3,1,8945.51,0.02,2021-03-02
46254,355,8,1,60622.55,18.03,2023-02-14
46255,347,2,1,78716.58,12.66,2022-04-01
46256,148,7,-1,65405.91,0.0,2025-05-03
46257,88,7,2,93445.35,27.73,2024-11-22
46258,58,2,1,35741.51,27.62,2023-04-29
46259,423,2,1,92741.3,1.14,2021-01-22
46260,302,7,2,11386.44,8.26,2022-09-26
46261,363,7,2,33620.23,0.0,2021-11-20
46262,354,2,1,30461.21,14.61,2023-01-11
46263,52,2,1,16150.44,15.82,2021-01-08
46264,110,2,1,52666.52,20.68,2022-01-06
46265,234,2,1,2461.71,22.04,2022-08-10
46266,364,5,5,67282.69,1.76,2024-05-02
46267,111,2,1,96680.31,3.69,2024-07-24
46268,367,1,2,25277.26,2.73,2021-07-09
46269,324,3,1,40416.03,18.43,2022-12-14
46270,155,7,2,81037.85,2.02,2025-10-12
46271,345,2,1,5639.92,8.14,2023-01-22
46272,405,4,5,94022.93,29.53,2021-08-20
46273,26,4,5,39995.82,6.63,2025-11-14
46274,262,6,-1,26109.94,29.58,2021-03-26
46275,183,4,5,93910.66,20.13,2024-12-20
46276,285,4,5,9720.91,10.45,2025-08-29
46277,142,7,2,12434.84,1.64,2023-01-23
46278,424,4,5,82806.28,21.82,2024-10-07
46279,395,7,2,55736.97,20.77,2024-04-24
46280,211,2,1,37834.53,7.06,2022-10-05
46281,140,6,5,58439.43,7.16,2024-06-09
46282,402,7,2,36424.18,6.0,2022-11-11
46283,15,4,5,79287.98,11.7,2022-03-13
46284,247,7,2,68454.09,3.83,2022-04-11
46285,72,2,1,38534.87,26.96,2025-02-01
46286,292,7,2,51709.35,4.46,2024-04-07
46287,121,2,1,51365.01,5.33,2021-12-27
46288,231,3,1,,27.21,2024-04-29
46289,47,2,1,66367.59,20.7,2022-02-27
46290,319,2,1,18453.67,10.82,2022-08-11
46291,249,5,5,,19.28,2021-02-16
46292,226,4,5,56045.04,5.87,2022-01-08
46293,191,2,1,90588.48,17.53,2021-08-22
46294,419,7,2,1520.04,0.0,2022-07-24
46295,132,6,5,67232.5,17.63,2022-02-20
46296,398,4,5,86534.86,6.6,2025-03-26
46297,145,2,1,78038.01,0.0,2022-10-28
46298,66,2,1,,13.71,2023-10-22
46299,125,4,-1,47447.31,1.79,2021-10-19
46300,267,5,5,29908.69,11.73,2021-05-26
46301,288,8,1,77751.13,17.08,2022-07-07
46302,106,2,1,30920.58,23.34,2021-03-01
46303,60,2,1,,19.19,2022-04-10
46304,239,7,2,98667.28,15.96,2023-10-23
46305,82,2,1,15567.25,7.65,2023-12-30
46306,360,2,1,51960.49,22.3,2023-04-03
46307,283,2,1,59897.61,5.7,2025-08-25
46308,320,6,5,79564.0,7.45,2024-07-31
46309,409,2,1,70045.59,15.12,2021-10-29
46310,80,7,2,41549.21,10.82,2021-07-11
46311,372,9,2,32595.3,27.64,2024-01-14
46312,142,5,5,65897.64,19.34,2021-12-28
